Unnamed: 0,content,Quality,Service,Shipping,Packing
3302,"Góp ý thẳng mặt ông bà nào đứng đầu những khâu sau:
- Sách Tiki giao thì luôn bị dơ bẩn phần ruột sách, cái này thì chắc ai cũng bị không cần phải nói rồi nhỉ?
- Đóng gói không bao giờ có chống sốc hay có bất kỳ một phương pháp bảo vệ sách nào cả! Gáy sách hoặc phần bìa sách luôn bị cấn/móp/trầy/xướt!

Ẩu tả, thiếu ý thức, vô trách nhiệm trong khâu kiểm tra chất lượng sản phẩm và đóng gói sản phẩm trước khi vận chuyển. SLOGAN MỚI CỦA TIKI HAY GÌ VẬY?",0,1,1,0
3580,"Đóng gói rất kém, hộp rộng nhưng ko bọc sách bằng chống sốc hay chèn hộp thật chặt để tránh móp, gãy các góc sách.
Bìa sách dơ và nhiều vết xước ở bìa. Rất thất vọng với lần mua này vid bth mình mua ở các sàn khác nên muốn mua thử tiki một lần nhưng lại rất thất vọng và lỗi một phần tại mình ko đọc kĩ các đánh giá, nếu đọc kĩ chắc cũng ko như thế này vì thấy có bạn đánh giá bị tình trạng y như mình.",0,1,1,0
3769,"Thật sự đã chuẩn bị tinh thần nhưng vẫn k khỏi bị hẫng, tiki đóng gói vô cùng tệ hại, mà mua đâu có phải ít, kiện 10 quyển k book care quyển nào, k quấn lại với nhau cho cố định, sách thì bụi băm, xước sát như như sách cũ vậy, k hiểu hệ thống làm việc kiểu gì luôn",0,1,1,0
4125,"mình đã rất mong chờ bộ truyện nhưng tiki làm mình hơi thất vọng. quyển nào cũng dính đầy keo trong rất mất thẩm mĩ. bộ truyện lớn và có tiếng nhưng mà chỉ bỏ vào một hộp xốp rỗng không có tí bao xốp chống sốc nào gây cho truyện bị gãy góc, tổn hại đến sâu trong giấy.",0,1,1,0
4273,"bảo quản hoặc vận chuyển kém, hàng bị méo mó,chất lượng sản phẩm mỏng, độ hoàn thiện sản phẩm thô, sơn kém, đui bé, bóng đèn 3w kèm hàng loại đểu. Nếu bóng đèn chỉ phù hợp loại 3w, to hơn 3w sẽ bị lòi bóng ra ngoài gây chói mắt khi đọc ( do chóe quá bé)",0,1,1,0
4357,"bản thân mình nâng niu và rất quan trọng bề ngoài sách! nên mình cố tình đặt bản đặc biệt giá cao 1 chút cũng được... rồi khi nhận hàng mình đã thất vọng thật sự... mình không bàn về nội dung. Nhưng việc đóng gói hàng rất sơ sài, nhìn sách thì rất cũ và rách nữa!!! haizzz",0,1,1,0
4408,"Sách dơ, còn bị một đường như dao rọc giấy cắt ngay mặt ngoài… Tiki quản lý kho và đóng gói sản phẩm quá tệ",0,1,1,0
4892,"Đã đóng gói sách mà không có cái báo gì đựng đã vậy sách còn bị móp, cũ, dính bụi nữa chứ. Sale cho cố mà hàng như vậy. Chuyển sang mùa shopee mua cho chất lượng :]",0,1,1,0
5009,"RẤT KHÔNG HÀI LÒNG 
Tôi mua Hộp mực  H-Q 2612A . Cửa hàng  giao hộp mực 703/303A.  In thử thì  1 nửa trang mục lem nhem bị mờ . Chất lượng rất kém 
.Rõ ràng cách làm của cửa hàng này làm mất uy tín trang mua bán TIKI .
 Mong TIKI sớm chân chỉnh kiểu  làm ăn  này .",0,,,0
5034,"Mình mua sách ở tiki nhiều lần rồi và cảm thấy mọi thứ đều ổn nhưng lần này tiki giao cho mình cuốn sách thì bị móp ở mép sách, bìa thì còn dấu băng keo dán, có vài chỗ còn bị lem mực. Mong tiki sớm khắc phục, mình mua sách ngoài nội dung, mình cũng muốn bìa sách trong đẹp và mới mẻ:))))",0,,,0
5035,Sách giao nhanh. Cỡ sách thì dài ngắn khác nhau. Sách giao tới nhiều cuốn bị nhăn gáy. Nội dung không có gì nổi bật. Phần nghe online là giọng máy đọc.,0,,,0
5093,Mua hàng mới mà mở ra nhìn bám bẩn với trầy xước như đồ cũ. Định đổi trả mà cái chân ghế dính cứng ko tháo ra đc để mà đóng gói lại nên phải dùng tạm.,0,,,0
5126,sách có vết trầy rất rõ và hơi nhăn,0,,,0
5134,"Giao hàng bị móp méo làm cảm giác đi tặng mà thấy nó ngại ngại. Tiki nói là do mọi người kêu là ko cho thêm xốp, để bảo vệ môi trường. Nhưng có lẽ nên cho người mua lựa chọn. Chứ giao hàng bị méo hết hàng thì sao mà tặng. Hoặc tiki phải đảm bảo đc khâu giao hàng chứ. quảng cáo toàn hộp đẹp giao như mới mà nhận thì chán luôn.
Thấy ghi là xuất bản 2018 nhưng check mã vạch thì ra 2017",0,,,0
5150,"đã mua nhiều đơn dạo nạo này tiki giao hàng, đơn hàng móp méo, mặc dù đã lót thêm giấy nhưng vẫn k thể bảo vệ tốt cuốn sách, mua sách về để tặng cho bạn mà đã bị bong hết bìa gáy luôn rồi, xin đổi lại hàng ạ",0,,,0
5155,Mình khuyên thật các b đừng tiếc mấy chục mua rẻ ạ. Sách về đến tay mà mình muốn khóc luôn. Góc sách và bìa sách vừa xước vừa nát. Mình coi sách quan trọng thứ 3 sau gia đình và tiền :))) nên mình thấy cực kì buồn khi nhận được hàng.,0,,,0
5172,"Nhà bán bán sách cũ? Sách nhận về bị dập gáy, nhăn, móp mà vẫn bán theo giá bìa như sách mới? 

Tiki giao hàng nhanh.",0,,1,0
5193,"Dù 55cm chứ k phải 91cm, thân dù có nhớt.
Sản phẩm k đúng mô tả",0,,,0
5207,sách không được bọc kĩ nên nhăn góc sách nặng. bị bóc cả lớp ni lông ngoài sách. tệ quá vậy????,0,,,0
5221,"Cực kỳ tệ. Đóng gói quá sơ xài, hộp đóng gói rách tả tơi, sách bị cong bìa, dính nước, bản siêu đặc biệt mà giao thiếu 6 postcard. Mình mua sưu tầm mà thế này sao dám mua tiếp tục trên TiKi",0,,,0
5252,"Mua 17 cuốn trừ 3 cuốn có seal ra còn lại ko seal, ko đc bọc bảo vệ bởi bất cứ gì mà nhét thẳng vô thùng đóng hàng vơia 1 lớp giấy tổ ong bảo vệ. Bóc hàng ra sờ lên bề mặt sách là 1 tay đầy bụi. Tôi cố trấn an là do mua trong đợt sale nên thế, nhưng xin thua nhìn số sách tôi mua thì xin phép, sau khi nhận 5 đơn sách còn lại tôi xóa ap Tiki nhé. Quá thất vọng.",0,,,0
5282,"Tiki giao hàng nhanh!
Nhưng cuốn này cũ, bị nhăn góc (bên ngoài) và góc các trang sách (bên trong).",0,,1,0
5283,"Giao ko đúng sp, ko có giấy hướng dẫn nên lắp đại",0,,,0
5331,"Khá thất vọng, sách ko có màng bao bọc bên ngoài, nhìn cứ tưởng bụi ai ngờ lấy giấy lau ms biết là cái bìa nó xấu bẩn như vậy, thua cả sách cũ, mua tiki nhiều lần rồi ko nghĩ gặp tình trạng này",0,,,0
5344,"Minh vừa nhận được sách, Tiki giao hàng rất nhanh, trong ngày là tới. Nhưng sách của mình sau khi mở ra xem thì có rất nhiều vết nứt và móp trên bìa, phần mặt sau bìa cũng bị bụi bẩn. Mong được Tiki hỗ trợ về vấn đề này.",0,,1,0
5346,"Bìa khá dơ, ko biết do đóng gói hay là sách cũ đã đọc rồi. Đóng gói cũng khá sơ sài. Đợt nhận sách này không mấy hài lòng.",0,,,0
5487,"Có vẻ như tiki đã ko kiểm tra kỹ
Sách mở ra bị rách, chất lượng giấy sách quá nhẹ so với độ dày, giấy xấu giống kiểu sách lậu
Thất vọng",0,,,0
5598,"Mua hàng ol nhiều năm rồi lần đầu tiên gặp trường hợp gói hàng như thế này ạ, gói ko có 1 miếng xốp bên trong làm sách trầy khá là nhiều, mình đọc sách và muốn sở hữu và trân trọng nên mình không thích sách mình có tí vấn đề nào đâu ạ, mong lần sau tiki sẽ chú ý hơn :)",0,,,0
5609,nhận hàng có vấn đề. Đề nghị hỗ trợ,0,,,0
5628,"Sản phẩm lỏng lẻo, không có hướng dẫn lắp ráp._x000D_
Đóng gói sơ sài._x000D_
Bánh xe ẻo lả yếu._x000D_
Nhìn chung thất vọng.",0,,,0
5697,"Sản phẩm không như hình ảnh đã post lên trang web; sản phẫm đã giao có dấu hiệu đã qua sử dụng, sản phẩm bẩn, ko có tem nhãn mác, chỉ đóng 1 dấu mộc xanh HBC",0,,,0
5708,"đóng gói tệ, như mọi lần, không có chống sốc -> móp sách. Cuốn này ai cảm thấy thích thì mua, chứ nội dung nó giống hai cuốn kia lắm ""đầu mong cho ..."" và ""khi tài năng không theo kịp giấc mơ""",0,,,0
5720,"Mình mua lúc sale còn 181k nhưng chắc có lẽ vì là hàng  sale nên ko đc chất lượng lắm. Sách nhận về bị bẩn như trong hình, một số góc cạnh sách bị cong, vênh. Bỏ tiền ra mua sách real, sách mới mà bị như này có khó chịu ko?? Thêm nữa là ko có bookmark là sao ?? Mình thấy nhiều bạn cũng lên đây phàn nàn về phần bên ngoài của sách, và mình cũng là một trong những nạn nhân ? đành là ko ảnh hưởng gì đến nội dung sách nhưng rate 2⭐️/5⭐️",0,,,0
5772,"1.Dịch vụ giao hàng:
Khi nhận quyển sách này tôi rất hài lòng vì anh giao hàng rất lịch sự và nhiệt tình, anh không ngại mang tới tận nơi khi tôi đang ở xa địa chỉ đặt hàng. Tôi cảm ơn anh giao hàng lắm ạ.
2. Đóng gói sản phẩm: 
Sách bị nhăn góc bìa và bên trong, bookmark cũng nhăn nốt. Tôi mua để tặng, sách nhăn như thế làm sao tặng đây? Vì vậy, nên tôi quyết định để nhà đọc luôn. Tiki bán hàng gì kì vậy?
3. Nội dung sách
Ngôn từ lủng củng, dịch sơ sài và xà quần, biết rằng dịch chính xác theo bản gốc, nhưng cũng phải trao chuốt câu văn cho nó phù hợp với độc giả người Việt chứ. Đọc được 1/4 quyển, phải tìm lại sách tiếng Anh mà đọc, vì từ ngữ câu văn thô sơ, khó hiểu. Rất tiếc vì đã mua quyển sách này.",0,,1,0
5874,"gói kh kĩ miếng nào luôn huhu, để trong cái hộp to quá nó va chạm làm móp hết sách, sách hơi dơ nha b😭",0,,,0
5906,"Mua sách đối với mình không chỉ nội dung mà mình còn quan tâm bên ngoài sách như thế nào nữa. Nhận sách không hề hài lòng! Sách bọc seal mà cái seal nó lỏng lẻo, sách thì vừa cũ vừa bẩn bẩn, trầy trụa, mặt sách, cạnh sách bị df. Sách mua ở Fahasa nên mình nghĩ sẽ ổn nhưng không ngờ ẩu tả như vậy.",0,,,0
5917,"Sách tạm ổn ( ý mik nói khâu vận chuyển ) chứ nd thì toẹt vời . Mik phải đặt 2 lần vì lần đầu sachd bị dơ lại ko có bọc bảo vệ ( tiki tradinh ) lần hai của fahasha thì dc nhưng vẫn dơ ?còn bị quăn mép 
Khuyên thật : nếu nhà bạn ở gần nhà sách uy tín như fahasha thì nên đi mua trực tiếp nhé ! ( nhà mik cũng gần đó nhưng muốn ủng hộ tiki mà thiệt thất vọng )",0,,,0
5918,Quá bẩn. Không có bìa bọc ngoài. Bảo quản sách không tốt. Sách bị bẩn hết. Sách mới như thế này không chấp nhận được.,0,,,0
5947,"Sách được bọc seal kĩ nhưng bị bong keo, vận chuyển bị móp và có vệt ố",0,,,0
6007,"sao sách lại quăn và gấp nếp như này, còn bị đen và bìa thì siêu bẩn  ?? yêu cầu đổi hàng",0,,,0
6018,"Lúc mua kêu tặng kèm ốc vít mà gởi lại ko có.
Là ổ cứng mà đóng hàng quá sơ sài.",0,,,0
6021,"chưa bàn đến nội dung nhưng giao cho mình 1 quyển sách vừa CŨ vừa DƠ? góc và mép sách bị dơ, gãy hết lên. Gì kì vậy ạ?",0,,,0
6048,Nhạy cảm mà mua về thấy bùn nhìu éc éc bìa sách bị dơ gáy sách thì bị cong như hình. Đóng gói sơ sài quá. Muốn tick vấn đề về đóng gói nhưng k có option nên đành chọn vấn đề khác,0,,,0
6053,"Shop giao kệ trầy xước nhiều, không có bao ni lông cuốn lại mà để rời rạc từng miếng gỗ.
Mép các miếng gỗ bong tróc, cảm giác không phải là hàng mới. Thật sự rất không hài lòng.
Giao hàng rất lâu - nhưng mà cái này không phải lỗi do shop - câu này mình góp ý với Tiki và nhà vận chuyển của họ.",0,,,0
6055,"Về cơ bản thì sách in ấn đẹp, nhưng khoảng 10 trang về cuối thì sách nhăn, có nhiều vết hằn rất khó chịu!Mong lần sau tình trạng này không xảy ra nữa!",0,,,0
6064,"Lần đầu tiên mình mua sách ở tiki và chắc chắn cũng sẽ là lần cuối cùng. Dù giao hàng nhanh, có đóng hộp đàng hoàng bên ngoài sách nhưng hộp móp méo hết. Sách bên trong thì rách góc cong mép. Thực sự vô cùng thất vọng luôn ấy",0,,,0
