Unnamed: 0,content,Quality,Service,Shipping,Packing
1635,màn hở sáng nhiều mặc dù mua của tiki trading. giao hàng trễ hơn so dự kiến mặc dù bỏ 29k ra để giao hàng nhanh ^^. gọi hỗ trợ sẻ hoàn tiền giao nhanh nhưg giờ lại bảo tặng coupon thật sự quá đáng tốn tiền mà nhận lại đc cách phục vụ kiểu này sao ?,,0,0,
1700,"Sản phẩm hẹn giao trong 24 giờ, cuối cùng cả tuần sau mới nhận được. Gọi biết bao nhiêu cuộc điện thoại hẹn tới hẹn lui còn không có thời gian cụ thể, mình cũng phải đi làm không thể ở nhà đợi 24/24.
Giao được rồi thì dùng được đúng 1 ngày, hôm sau in giấy hình thì máy không cuộn vào được. Gọi thì báo phải tự mang máy ra trung tâm bảo hành, mà cái máy đâu phải nhỏ bé gì, rất to và cồng kềnh.
Tiki trading mình nghe rất nhiều review là sản phẩm không tốt và lại xử lý không chuyên nghiệp mà mình vẫn thử mua. Tính order thêm một cái điện thoại làm quà tặng ở đây mà lần này mình tạch luôn không bao giờ dám đặt hàng trên đây nữa.",,0,0,
1865,"Hàng mua bị lỗi Reset counter và panic full sau 3 ngày dùng. Gọi lên tiki để đổi trả thì bị bên GHN không chấp nhận thu hồi hàng, tiki làm việc lại với bên GHN 7 ngày thì cũng chả được rồi phải làm khách hàng đợi thêm 7 ngày nữa để làm việc lại với bên vận chuyển khác.
Tới lúc thu hồi được hàng thì báo đổi mới nhưng do hết hàng nên muốn hoàn tiền cho mình nhưng mình không chịu, nhưng trong khi mình lên tiki xem thì thấy vẫn còn hàng??? Rồi phải gọi lần nữa thì mới chịu đổi cho cái mới. Chung quy lại hậu mãi tiki quá thất vọng, chỉ vì lỗ hổng bộ phận mà làm ảnh hưởng khách hàng quá nhiều và cũng chẳng có hướng xử lý nào cụ thể cả. Như kiểu kh muốn đổi cho KH vậy.
Quá thất vọng!",,0,0,
1891,Thời gian giao hàng dự kiến ngày 5. Ngày 4 có nhận được điện thoại của GHN. Trưa ngày 5 nv gọi hỏi địa chỉ mình ở đâu? Tại sao địa chỉ ghi rõ ràng vậy mà. Có nhiều nv của GHN đã giao ở đây rồi. Họ hẹn mình ngày mai nhưng mình đang thực sự cần nên hỏi ở đâu để tự đi lấy. Mua hàng tiki nhưng đây là lần đầu mình thấy thất vọng như này,,0,0,
1976,"Mua hàng tiki now giao hàng 2h mà qua ngày hôm sau mới giao, không thông báo cho khách hàng",,0,0,
2004,"giao hàng chậm,liên hệ shop không hỗ trợ, kêu huỷ đặt lại",,0,0,
2005,"Giao hàng, thiếu mất 1 thanh đứng, không hài lòng!",,0,0,
2154,"Giao hàng quá lâu vượt thời gian dự kiến cả tuần trời,
Email cho nhân viên thì bị bơ không được trả lời!",,0,0,
2170,"Hàng đã bị bóc ra trước khi đến tay khách hàng,ko tem bảo hành, đề nghị đổi trả hàng khác thì anh giao nhận mất tích ko thấy quay lại, 
Quá chán với chất lượng của Tiki
Để nghị cty có cách xử lý nghiêm vấn đề này 

*** số máy của ông giao hàng Tiki",,0,0,
2234,"Đã liên hệ tổng đài xác nhận hủy vì bên tiki giao không được, nhưng vẫn giao, hơn 1 tháng trời",,0,0,
2236,"Sách ok nhưng giao hàng quá lâu. Hẹn giao thứ 3, đến thứ 7 chẳng thấy, mà cũng chẳng có 1 thông báo gì từ tiki. Phải tốn thêm 2 cuộc gọi lên tổng đài để hỏi. Ko gọi chắc ko biết khi nào có hàng luôn",1,0,0,
2286,Giao hàng ko đúng với liên hệ shop cũng không ồn,,0,0,
2322,"Giao hàng rất chậm, chờ gần 1 tháng mới nhận được hàng mà nhắn shop chẳng hỗ trợ được gì.",,0,0,
2465,"sách đẹp nhưng thời gian giao không cố định, dự định giao hàng sau 3 hôm, ngay từ hôm đầu tiên đã thấy Đang vận chuyển rồi mà đến hôm thứ 4 thì vẫn là Bàn giao vận chuyển. Vô cùng cáu với cách làm ăn cẩu thả của tiki lần này, hơn 1 tuần mìn mới nhận được sách. 4 sao cho sách, 0 sao cho thái độ giao hàng, trung bình 2 sao",,0,0,
2867,"Giao hàng rất lâu luôn, app cũng không cập nhật được thời gian khi nào nữa.
Như trong hình thì cục pin được 33wh thôi, không phải 40wh như hình mô tả, tại mua giá cao nên hơi quạo ???",1,0,0,1
3034,"Lần đầu tiên cho tiki 2 sao:
1. Đặt hàng ngày 07/01, báo ngày 08/01 giao. Khi giao hàng gọi mình nghe máy thì không trả lời, mình gọi lại bắt máy cũng không trả lời. Tự động trả đơn hàng về kho và tiki cũng không báo giao hàng chậm trễ. Đến sau 18h chiều mình ktra theo dõi đơn hàng thì thấy báo về kho. Gọi lên tiki, sau đó anh vận chuyển báo mai giao (vì lúc chiều e bị giật đt) trong khi đt mình hư, cần để làm việc và sáng hôm sau mình phải đi công tác. Nguyên cả ngày nói mami ở nhà canh chừng nhận đt dùm. Haizzz
2. Về điện thoại có các điểm trừ: pin hao hụt nhanh, chụp hình hoặc sử dụng game liên tục máy nóng kinh khủng.
3. Đt đã nhận 4 ngày nhưng không thấy báo tin nhắn kích hoạt bảo hành. Gọi điện lên tiki thì nhân viên báo gọi tổng đài samsung. Gọi điện samsung thì ss báo khi phân phối đã ủy quyền trách nhiệm thuộc về nhà bán hàng. Gọi tiếp lên tiki thì mới nhận được câu trả lời: bên em đã tiếp nhận và kích hoạt bảo hành cho anh, trong vòng 710 ngày sau a ktra tình trạng bảo hành.
Mình cảm thấy chất lượng dịch vụ của tiki ngày càng đi xuống. Tiki nên xem xét lại. Trân trọng!",1,0,0,1
3435,"Ủa gì vậy tiki, mình chưa nhận được hàng, trên hệ thống báo đã nhận được hàng. Trên hệ thống để hình đã nhận hàng của một người khác, đơn hàng khác. Nhắn tin thì tiki không ai trả lời. Trong khi tiền thì thanh toán trước rồi, hàng không có, mà đơn lại hoàn thành???",1,0,0,1
4161,"Sản phẩm không vấn đề gì nhưng mình đánh giá 2⭐️. Vì hàng giao đến kho rất lâu, ship không hề gọi giao hàng cho mình. Sau đó cận Tết gọi điện lấy lí do không có nhân viên giao hàng và bảo mình đến lấy. Vì đơn đã thanh toán trước nên buộc phải đến lấy. Mình cũng đã viết mail lên Tiki và người bán nhờ hỗ trợ. Nhưng Tiki phản hồi như không. Tiki đã nhận hỗ trợ từ bạn, tiki sẽ giải quyết trong 24 giờ  , vui lòng không phản hồi trong tin nhắn này. Sau đó im lặng! Chưa bao giờ thất vọng về thái độ làm việc như thế.",1,0,0,1
4249,"sách không được bọc, khi đặt hàng có treo logo tikinow nhưng bị chuyển thành tikifast, delay giao hàng 2 lần không rõ lý do. nhận hàng sau 10 ngày đặt",1,0,0,1
4289,"Không hài lòng, giao hàng rất lâu , hàng giao bị thiếu, dụng cụ nhả kem tự động không có, ko đúng mẫu, mong tiki đổi trả giúp mình",1,0,0,1
4311,"Đặt hàng cuối tháng 8, cuối tháng 9 mới báo hết hàng, tự hủy đơn của khách.
Cuối cùng phải đặt lại và chờ tới tận tháng 11.
2 tháng cho một đơn hàng, lỡ hết việc công ty.

Quy trình thật sự quá tệ.",1,0,0,1
4484,tiki bảo hành gì lạ vậy. mua q.1 giao thì nhanh mà giờ bảo hành hẹn 21 ngày trg email là sao k bit. sp ban đầu xài được sau khóa password thì k vô đc. bỏ password laptop mới vô. Mua hàng điện tử tiki vậy sau này sao dám mua nữa. sp bảo hành 2năm chờ bảo hành 21 ngày chưa kể chờ nhân viên qua nhận hàng rồi trả lại. pó tay cty,1,0,0,1
5005,"mua tiki nhieu lan bao gom ipad nhung lan nay khong hai long dich vu lam, dat hang ngay mua dich do cong viec can su dung, thoi gian giao hang hai tuan, toi ngay khong thay giao goi lai cskh thi bao chua giao duoc, cs bao cho tiep 714 ngay, chinh xac thi khong biet khi nao va app se khong cap nhat lai. khi giao thi dong goi xau, hop trong hoi mop goc chac do van chuyen nguyen lo, may thi van ok. vi hang gia tri cao nen ky vong dich vu tot hon",,0,0,
5025,"Mã đơn hàng #260988315 được tách từ đơn hàng 384075864 đặt ngày 03/12/2018 đến nay đã là 12/14 rồi mà vẫn chưa giao. mặc dù bên mình cũng thông cảm nhiều nhưng mình thấy thông báo là đã đóng gói xong, sẵn sàng giao hàng sao không giao luôn đi. Mua hàng mà phải chờ đến 2 tuần cũng chưa có hàng khó chịu lắm, trong khi mình đang cần gấp số hàng đó.",,0,0,
5250,Về sách thì không có vấn đề. Nhưng không hài lòng khi kỳ này Tiki hẹn giao vào ngày thứ 3 18/5  nhưng đến hôm nay T6 21/5 mới giao tới mà không có giải thích hay nhắn gì trước đó. Hi vọng Tiki cải thiện lại vấn đề này vì đã mua ở Tiki rất nhiều nhưng gặp trường hợp này đầu tiên.,,0,0,
5271,"Sản phẩm ok, tuy có bị cong vài chỗ nhưng chấp nhận được. Điều mình ko thể chấp nhận đó là giao uàng cực kỳ lâu, quá 1 tuần so với dự kiến :)))) Gửi mail yêu cầu giải quyết thì cũng chả đâu tới đâu",1,0,0,
5454,Giao hàng đi tiki ơi!!!!! Làm gì mà om hàng của người ta 1 tuần thế?? Đã thế lại còn không cho hủy nữa.,,0,0,
5521,Shipper đang nhờ 1 người khác giao về giúp. App báo là đã giao nhưng thực tế mình chưa nhận được. Tết có thể thông cảm nhưng về khía cạnh dịch vụ thì shop cần phải xem lại!,,0,0,
5580,"1 sao, nói chung hàng tiki giao hàng phí qá cao. nhân viên phục vụ ko hài lòng, ko quay lai mua hang tiki",,0,0,
5682,"Tôi sẽ không bàn gì về nội dung bởi tôi chưa đọc. Nhưng có 3 điều không thích. 1. Đặt hàng trên Tiki Trading khiến tôi không chat được. 2. Tình trạng đơn hàng không đúng với khi tôi tra ở mã vận đơn. 3. Sách không nguyên vẹn, bị chỗ này (dưới hình ảnh), tôi là người OCD nên không thích điều này. Nhưng vì sách thuộc Skybook nên tôi sẽ chỉ lấy đi 2*.",,0,0,
5994,"Nhân viên giao hàng ý thức kém để hàng tại gốc cây và gọi điện cho chủ hàng. Chất lượng ổ SSD ntn phải sử dụng mới biết được, ngoài ra tem bảo hành sản phẩm bị tính lùi 02 tháng.",,0,0,
6170,"Hoàn toàn ko hài lòng vs lần mua hàng này. Mình đặt ngày 17/8 nhưng do dịch nên ngày giao hàng dời lại vào ngày 26/9. Khi nhận hàng thì sp bị trầy phần góc máy nên mình đã yêu câu đổi sp. Ngày 2/10 có ng đến thu hồi nhưng tới nay 2/11 mình vẫn chưa nhận đc sp thay thế. Mình đã liên lạc lên tổng đài tiki nhiều lần yêu cầu giải quyết nhưng chỉ nhận đc lời hứa suông chứ ko đc giải quyết trong 3 ngày như cam kết trong mail từ tiki. Trong trường hợp tiki ko thể đổi hàng thì mình yêu cầu hoàn tiền gấp vì đơn hàng đã thanh toán qua thẻ và gần 3 tháng rồi mình ko muốn chờ thêm nữa. Mong tiki xem lại các khâu kiểm tra hàng trước khi giao sp, thu hồi sp và chăm sóc khách hàng.",,0,0,
6263,Thái độ tệ nghe rất khó chịu,,0,0,
6405,"(*) Đánh giá không tính điểm
Đánh giá 3 sao mặc dù đơn hàng này đặt hôm qua hôm nay đã giao, lý do: đặt hàng ngày 12/8 với giá 174k, đã thanh toán trước nhưng đơn hàng vẫn ở tình trạng “Đang xử lý” cho đến ngày hôm qua (22/8) quá bức xức nên yêu cầu Tiki huỷ đơn và đặt lại, và đơn hàng giao luôn sau một ngày, vậy chứng tỏ là không phải do không có hàng nhỉ? Tiki có thấy bất công với khách đặt sớm và thanh toán trước không ạ?",,0,0,
7259,"Kỳ này không biết nguyên nhân nào tiki giao hàng lâu, không 1 cuộc điện thoại/email để giải thích cho khách hàng, 1 sao cho dịch vụ :)))",,0,0,
7299,"Khi mình mở ra thì thấy phần hộp bị bục, mình có nt hỏi shop nhưng không nhận được phản hồi? Thái độ làm việc như vậy không chuyên nghiệp. Dù thế nào cũng nên trả lời khách thay vì im lặng gây khó chịu cho khách hàng.",,0,0,
7365,Tốc độ và thái độ của Tiki trading ngày càng tệ. đơn 537867060 đặt 2 tuần chưa giao mà không có 1 mail hay tin nhắn thông báo xin lỗi hay gì cả ! dịch vụ quá tệ,,0,0,
8552,"1 sao, nói chung hàng tiki giao hàng phí qá cao. nhân viên phục vụ ko hài lòng, ko quay lai mua hang tiki",,0,0,
8726,"Fahasa đóng gói sách khá kỹ và gọn. Tuy nhiên Fahasa chưa phải là đơn vị bán sách online cạnh nhất, tôi mua sách online của fahasa 4 năm rồi.
Giá sách cao hơn những nhà bán khác (tôi order và click thanh toán xong thì thấy Tiki Trading giảm 50% trên giá bìa và hơn nữa sách của First New được giảm thêm 20% nữa cho đơn hàng 150K trở lên sale trong ngày, với đơn hàng này bên Tiki Trading chỉ có giá 174K còn fahasa thì 2***₫)
Hơn nữa nếu Tiki Trading giao đơn hàng này là giao nhanh trong ngày vì ưu đãi của Tiki . Còn bên fahasa tôi đặt hàng lúc 1h khuya 8/7 thông báo chi tiết trong đơn hàng là giao hàng ngày 10/7 vậy mà ngày 10/7 mới đóng gói hàng và giao hàng trễ 2 ngày 12/7. Suốt 4 năm nay tôi cứ được trải nghiệm giao hàng chậm và trễ của fahasa cũng như quy trình thông báo giao hàng ko hợp lý. Có lần tôi còn gặp sách bị lỗi in ấn (email phản hồi tôi còn lưu lại), tất cả mail làm việc với fahasa khi có vấn đề tôi còn lưu lại hết.
Các bạn hãy cân nhắc nhé!
Cuối cùng tôi nói lời cảm ơn fahasa đã là cầu nối cung cấp sách cho tôi để tôi có thêm thông tin và thêm hiểu biết trong 4 năm qua. I THANK YOU.",,0,0,1
8764,"Dịch vụ quá kém, nhân viên không giao hàng tận nơi, làm mất hàng, khi liên hệ không nhận trách nhiệm còn nói chuyện vô văn hóa!!! Đề nghị Tiki chịu trách nhiệm về món hàng",,0,0,
8870,"Khi tạo đơn thì báo 29/03 giao hàng.
Đến hôm đó không thấy báo gì, mà cần tôi giục mới phản hồi.
Và cuối cùng thì đến hôm 04/04 mới giao được hàng.
Quá thất vọng về service.",,0,0,
9330,Thanh toán rồi! Không giao sách! Lừa đảo. Gọi hổ trợ không được,,0,0,
154,"giao hàng siêu siêu chậm, nhắn tin thì nhân viên hỗ trợ bảo ko biết bao giờ giao, thề không bao giờ mua hàng tiki nữa",,0,0,
196,"Sách ko có vấn đề gì. Mình đã đặt rất nhiều đơn hàng trên Tiki và đều thanh toán trả trước, đến lần này shipper đòi chụp cmnd để nhận hàng. mình bảo chụp ảnh xác nhận thôi, nhưng shipper khăng khăng phải chụp cmnd, còn ko thì ko được nhận hàng. Mình ok ko nhận hàng nếu bắt buộc phải chụp cmnd. Khi mình gđ cho Tiki thì nhận được câu trả lời chụp ảnh khách nhận hàng hoặc chụp cmnd, sau đó ship quay lại giao hàng và KHÔNg cần chụp gì hết. Tiki nên bỏ chính sách chụp cmnd của khách để xác nhận đã nhận hàng và training lại shipper về chính sách giao hàng khi khách đã thanh toán trước, vì cmnd là tài sản riêng tư của mỗi người, mình ko rõ mục đích chụp cmnd của khách để làm gì",1,0,0,
549,Giao hàng quá lâu. Gửi yêu cầu giải quyết hì ko thấy ai giải quyết hết,,0,0,
566,"Hi Tiki, 
 cuốn sách không phải hay ma là cuôn sách rất cân thiết cho nhưng ai muốn nâng hiểu biết về tài chính .
Minh đa nhân dc sách nhưng không vui la khi nhận gói hàng , thi có ai đó đã khui nó  trước và bìa sách bị trầy (hình đính kèm), vi nó không ảnh hưởng nhiều nên minh van se mua sách tren TIKI  
* để những  người sau mình co ý định mua sách thi minh nhan các bạn môt điều. minh không phải là chim mồi hay là người dìm hàng shop . nên minh se đê số DT va địa chỉ rõ rang 
Tú ; ***
dc: ấp 2 , xã Phước Khánh, Nhơn Trạch, Đồng Nai",1,0,0,
614,Giao hàng chậm so với ngày dự kiến giao. Nhân viên chăm sóc khách hàng không nhiệt tình. Khuyến khích khách trả hàng hoàn tiền. Thấy thất vọng tràn trề,,0,0,
693,"sách mới về nhận hồi chiều, nhờ người thân nhận dùm nên ko kiểm tra trước khi nhận. Nhìn trang sách thì đẹp nhưng giao hàng ko cẩn thận nên sách mốp méo. Đối vs những người yêu sách thì điều này thật tệ. Mong shop quản lý bên vận chuyển hàng tốt hơn. Như thế này thì khách hàng như tui sẽ ko mún mua hàng nữa. Đáng lẻ đánh giá 5 sao mà vận chuyển hàng thì nhận 3 sao thui",,0,0,
789,"Giao hàng lâu , hỏi shop thì k trra lời",,0,0,
807,"Tiki nên coi lại thái độ nhân viên của mình, là shipper thì cũng là bộ mặt đại diện của công ty mà nói chuyện thách thức khách hàng là có muốn mua hàng hay không? Đứng đợi khách hàng chưa đến 5 phút mà tỏ vẻ cực kì thô lỗ. Ngoài ra, còn để khách tự bưng hàng( cái bàn nặng) vô nhà trong khi bản thân bỏ đi không nói tiếng nào. Kể cả bàn có tốt đi chăng nữa thì thà không mua còn hơn. 100k tiền ship mà thái độ tệ chưa bao giờ tệ hơn. Bạn nào muốn mua thì nên suy nghĩ lại nhé.",,0,0,
825,Ko giao hàng mà báo thành công,,0,0,
850,"(*) Đánh giá không tính điểm
Mình vẫn chưa nhận được hàng.",,0,0,
916,thời gian nhận được  sách là cực lâu. gần 20 ngày. làm mất luôn hứng đọc. tiki làm việc càng ngày càng chán,,0,0,
998,"Giao hàng quá chậm, ko có hướng dẫn lắp ghép.",,0,0,
1124,"1 sao cho NJV, 1 sao cho Tiki về cách xử lý rườm rà và ko hề có cách giải quyết nào cả, 1 sao cho việc mình tới bưu cục NJV và thấy hàng điện thoại của mình nằm trong hộp nhàu nát, ẩm ướt và nằm trong đống hàng vứt xó dưới đất. Super thất vọng về dịch vụ của Tiki lần này. Chắc tôi sẽ tạm ngưng Tiki 1 thời gian vì tâm trạng ko hề vui sau khi đặt 1 món hàng giá trị nhưng lại phải đi gọi đt liên tục, hỏi han, bất an chờ đợi mà ko đc bên Tiki cập nhật bất cứ thông tin gì trên app trong 1 thời giàn dài gần 2 tháng.",,0,0,
1125,Đối với sản phẩm nhận được rất hài lòng. Tuy nhiên thời gian phản hồi hàng quá chậm. Đơn hàng đặt ngày 11.11 đến 23.11 mới nhận được. Kiểm soát đơn hàng và xử lý đơn không chuyên nghiệp...,1,0,0,
1127,"Mất phí giao hỏa tốc nhưng vận chuyển lâu. Giao hàng thái độ quá kém, 2 lần báo không liên lạc được với khách nhưng thực tế chỉ nhá máy khách, khách gọi lại có chuông nhưng cố tình không nghe máy, tắt đi báo máy bận. Thực sự rất bực mình với thái độ của giao hàng và dịch vụ phục vụ",,0,0,
1169,"Màn hình đẹp, sắc nét, k hở sáng. Thiết kế đẹp, giao hơi lâu. Mình đặt tiki now mà giao tận ngày hôm sau. Chính sách bảo hành của sản phẩm ko rõ ràng, mình đã gọi bên samsung, họ báo sẽ kích hoạt bảo hành sau 7 ngày, k biết bên tiki có hỗ trợ kích hoạt k, vì mình lươts cmt thấy mn đều phán ánh về vấn đề này",1,0,0,
1181,"Mình không hài lòng trong cách Vua Nệm xử lý đơn hàng và giao hàng.
Đặt hàng từ ngày 1, tới ngày 9 đóng đơn ""giao thành công"" do thời gian, hẹn 11 giao.
Rồi tới 12 im bặt, liên hệ rồi 13 vẫn chưa giao, tới 14 vẫn im.
Nếu không hỏi chắc các bạn không giao cho mình luôn. 
Vẫn chưa nhận được hàng hóa, 2 sao cho việc có người trả lời chat.",,0,0,
1429,"Đơn hàng Tiki now mặc dù có phí nhưng giao trễ hơn dự kiến mà không có bất kỳ lý do hay thông báo gì cho khách hàng cả.
Các lần trước thì không vấn đề, nhưng sai sót lần này gây ảnh hưởng đến kế hoạch từ trước của tôi.
Đề nghị bộ phận giao hàng Tiki now xem lại cách làm việc của mình.",,0,0,
1634,Giao hàng quá lâu. Xem lại cách làm việc của tiki,,0,0,
1635,màn hở sáng nhiều mặc dù mua của tiki trading. giao hàng trễ hơn so dự kiến mặc dù bỏ 29k ra để giao hàng nhanh ^^. gọi hỗ trợ sẻ hoàn tiền giao nhanh nhưg giờ lại bảo tặng coupon thật sự quá đáng tốn tiền mà nhận lại đc cách phục vụ kiểu này sao ?,,0,0,
1700,"Sản phẩm hẹn giao trong 24 giờ, cuối cùng cả tuần sau mới nhận được. Gọi biết bao nhiêu cuộc điện thoại hẹn tới hẹn lui còn không có thời gian cụ thể, mình cũng phải đi làm không thể ở nhà đợi 24/24.
Giao được rồi thì dùng được đúng 1 ngày, hôm sau in giấy hình thì máy không cuộn vào được. Gọi thì báo phải tự mang máy ra trung tâm bảo hành, mà cái máy đâu phải nhỏ bé gì, rất to và cồng kềnh.
Tiki trading mình nghe rất nhiều review là sản phẩm không tốt và lại xử lý không chuyên nghiệp mà mình vẫn thử mua. Tính order thêm một cái điện thoại làm quà tặng ở đây mà lần này mình tạch luôn không bao giờ dám đặt hàng trên đây nữa.",,0,0,
1865,"Hàng mua bị lỗi Reset counter và panic full sau 3 ngày dùng. Gọi lên tiki để đổi trả thì bị bên GHN không chấp nhận thu hồi hàng, tiki làm việc lại với bên GHN 7 ngày thì cũng chả được rồi phải làm khách hàng đợi thêm 7 ngày nữa để làm việc lại với bên vận chuyển khác.
Tới lúc thu hồi được hàng thì báo đổi mới nhưng do hết hàng nên muốn hoàn tiền cho mình nhưng mình không chịu, nhưng trong khi mình lên tiki xem thì thấy vẫn còn hàng??? Rồi phải gọi lần nữa thì mới chịu đổi cho cái mới. Chung quy lại hậu mãi tiki quá thất vọng, chỉ vì lỗ hổng bộ phận mà làm ảnh hưởng khách hàng quá nhiều và cũng chẳng có hướng xử lý nào cụ thể cả. Như kiểu kh muốn đổi cho KH vậy.
Quá thất vọng!",,0,0,
1891,Thời gian giao hàng dự kiến ngày 5. Ngày 4 có nhận được điện thoại của GHN. Trưa ngày 5 nv gọi hỏi địa chỉ mình ở đâu? Tại sao địa chỉ ghi rõ ràng vậy mà. Có nhiều nv của GHN đã giao ở đây rồi. Họ hẹn mình ngày mai nhưng mình đang thực sự cần nên hỏi ở đâu để tự đi lấy. Mua hàng tiki nhưng đây là lần đầu mình thấy thất vọng như này,,0,0,
